Language	Fraction	DepLen	DepLenBest
Coptic_2.6	4	-5.03103590012	-3.33991074562
Coptic_2.6	5	-5.79038667679	-3.54005169868
Coptic_2.6	6	-6.23690128326	-3.56448197365
Coptic_2.6	7	-6.37621927261	-3.45689463615
Coptic_2.6	8	-6.23746204376	-3.19520783424
Coptic_2.6	9	-5.76492547989	-2.6957950592
Coptic_2.6	10	-3.79811215401	-0.674183726311
Catalan_2.6	0	4.51168870926	1.06282782555
Catalan_2.6	1	-1.37481129169	-3.17413306236
Catalan_2.6	2	-4.73425245285	-4.96529006958
Catalan_2.6	3	-7.12557411194	-6.07950925827
Catalan_2.6	4	-8.83119106293	-6.77239942551
Catalan_2.6	5	-9.97060394287	-7.17121934891
Catalan_2.6	6	-10.6133356094	-7.29898738861
Catalan_2.6	7	-10.7772321701	-7.1947479248
Catalan_2.6	8	-10.3969192505	-6.7244682312
Catalan_2.6	9	-9.12617778778	-5.49785089493
Catalan_2.6	10	-4.51168870926	-1.06282782555
Armenian_2.6	0	-0.666405320168	-0.324376195669
Armenian_2.6	1	-4.45310735703	-3.6033270359
Armenian_2.6	2	-5.81815814972	-4.55278301239
Armenian_2.6	3	-6.56669807434	-5.02303266525
Armenian_2.6	4	-6.91288518906	-5.19833660126
Armenian_2.6	5	-6.93386888504	-5.19833660126
Armenian_2.6	6	-6.66814661026	-5.02559185028
Armenian_2.6	7	-6.08157491684	-4.67370462418
Armenian_2.6	8	-5.08113336563	-4.05950117111
Armenian_2.6	9	-3.41518473625	-2.99360203743
Armenian_2.6	10	0.666405320168	0.324376195669
Greek_2.6	0	2.09203481674	0.0357741750777
Greek_2.6	1	-2.94664382935	-3.64393520355
Greek_2.6	2	-5.83192634583	-5.23309087753
Greek_2.6	3	-7.83856773376	-6.27669095993
Greek_2.6	4	-9.19872093201	-6.95025157928
Greek_2.6	5	-10.0553379059	-7.28563451767
Greek_2.6	6	-10.4415111542	-7.35941886902
Greek_2.6	7	-10.370423317	-7.16377878189
Greek_2.6	8	-9.70940589905	-6.5634431839
Greek_2.6	9	-8.03774261475	-5.09781980515
Greek_2.6	10	-2.09203481674	-0.0357741750777
Lithuanian_2.6	0	4.05822658539	2.57303643227
Lithuanian_2.6	1	-0.951884329319	-1.62532234192
Lithuanian_2.6	2	-3.52431130409	-3.4963657856
Lithuanian_2.6	3	-5.2846159935	-4.63165283203
Lithuanian_2.6	4	-6.53604364395	-5.33177042007
Lithuanian_2.6	5	-7.39514160156	-5.76553344727
Lithuanian_2.6	6	-7.90279912949	-5.97608423233
Lithuanian_2.6	7	-8.05320835114	-5.9845252037
Lithuanian_2.6	8	-7.80406475067	-5.74302482605
Lithuanian_2.6	9	-6.99259853363	-5.16764354706
Lithuanian_2.6	10	-4.05822658539	-2.57303643227
Russian_2.6	0	2.17635560036	0.106552220881
Russian_2.6	1	-1.21199202538	-2.18644189835
Russian_2.6	2	-3.10495567322	-3.14874339104
Russian_2.6	3	-4.44184827805	-3.73928952217
Russian_2.6	4	-5.38490962982	-4.09654712677
Russian_2.6	5	-5.99823999405	-4.29656457901
Russian_2.6	6	-6.3060631752	-4.311170578
Russian_2.6	7	-6.32133054733	-4.16458654404
Russian_2.6	8	-6.01196956635	-3.80353116989
Russian_2.6	9	-5.18315219879	-2.9869453907
Russian_2.6	10	-2.17635560036	-0.106552220881
Spanish_2.6	0	4.30296611786	0.937637865543
Spanish_2.6	1	-1.29827439785	-3.00938439369
Spanish_2.6	2	-4.54708337784	-4.69880151749
Spanish_2.6	3	-6.88894844055	-5.75814628601
Spanish_2.6	4	-8.57793617249	-6.43208217621
Spanish_2.6	5	-9.72606086731	-6.83983945847
Spanish_2.6	6	-10.3909912109	-6.98437309265
Spanish_2.6	7	-10.5776767731	-6.89323329926
Spanish_2.6	8	-10.2215690613	-6.45692682266
Spanish_2.6	9	-8.99368667603	-5.28084802628
Spanish_2.6	10	-4.30296611786	-0.937637865543
Italian_2.6	0	2.09894537926	0.0551757030189
Italian_2.6	1	-2.68152403831	-3.10998034477
Italian_2.6	2	-5.18155431747	-4.40038156509
Italian_2.6	3	-6.90551233292	-5.18232870102
Italian_2.6	4	-8.07199954987	-5.65861034393
Italian_2.6	5	-8.78262138367	-5.89897727966
Italian_2.6	6	-9.09602928162	-5.91318178177
Italian_2.6	7	-9.01865005493	-5.71267271042
Italian_2.6	8	-8.46765232086	-5.20739936829
Italian_2.6	9	-7.11556959152	-4.1095032692
Italian_2.6	10	-2.09894537926	-0.0551757030189
Japanese_2.6	0	0.117993950844	0.131997987628
Japanese_2.6	1	-2.92747831345	-2.6389901638
Japanese_2.6	2	-3.73004603386	-3.04185700417
Japanese_2.6	3	-4.04756307602	-3.04185700417
Japanese_2.6	4	-4.12301683426	-3.04185700417
Japanese_2.6	5	-4.12301397324	-3.04185700417
Japanese_2.6	6	-4.12301445007	-3.04185700417
Japanese_2.6	7	-4.04945135117	-3.04185700417
Japanese_2.6	8	-3.73494911194	-3.04185700417
Japanese_2.6	9	-2.94177603722	-2.67043399811
Japanese_2.6	10	-0.117993950844	-0.131997987628
Portuguese_2.6	0	4.80776023865	1.44332683086
Portuguese_2.6	1	-0.293546557426	-2.05592370033
Portuguese_2.6	2	-3.29000091553	-3.58475160599
Portuguese_2.6	3	-5.49429273605	-4.56933021545
Portuguese_2.6	4	-7.13648176193	-5.21723365784
Portuguese_2.6	5	-8.29072666168	-5.63517951965
Portuguese_2.6	6	-9.02717876434	-5.83249521255
Portuguese_2.6	7	-9.36445903778	-5.82989692688
Portuguese_2.6	8	-9.25592803955	-5.56749820709
Portuguese_2.6	9	-8.4681558609	-4.81527519226
Portuguese_2.6	10	-4.80776023865	-1.44332683086
Yoruba_2.6	0	3.53100609779	0.651469111443
Yoruba_2.6	1	-0.678891479969	-2.85207700729
Yoruba_2.6	2	-3.06828212738	-4.04559278488
Yoruba_2.6	3	-4.7441368103	-4.73860168457
Yoruba_2.6	4	-5.94835329056	-5.13171243668
Yoruba_2.6	5	-6.74981498718	-5.3201622963
Yoruba_2.6	6	-7.15135478973	-5.3201622963
Yoruba_2.6	7	-7.19511461258	-5.12563323975
Yoruba_2.6	8	-6.91432094574	-4.67781162262
Yoruba_2.6	9	-6.1420340538	-3.83890581131
Yoruba_2.6	10	-3.53100609779	-0.651469111443
Kurmanji_2.6	0	1.39680397511	0.212636694312
Kurmanji_2.6	1	-0.564406871796	-1.15309846401
Kurmanji_2.6	2	-1.71994781494	-1.80923449993
Kurmanji_2.6	3	-2.5708091259	-2.21506690979
Kurmanji_2.6	4	-3.23167443275	-2.44349932671
Kurmanji_2.6	5	-3.64471340179	-2.58687734604
Kurmanji_2.6	6	-3.82790970802	-2.58687734604
Kurmanji_2.6	7	-3.80215597153	-2.41919803619
Kurmanji_2.6	8	-3.52517580986	-2.12515187263
Kurmanji_2.6	9	-2.90561509132	-1.57837176323
Kurmanji_2.6	10	-1.39680397511	-0.212636694312
Mbya_Guarani_2.6	0	-0.226271390915	-0.171290919185
Mbya_Guarani_2.6	1	-0.727583169937	-0.537464678288
Mbya_Guarani_2.6	2	-0.84345972538	-0.537464678288
Mbya_Guarani_2.6	3	-0.866714954376	-0.537464678288
Mbya_Guarani_2.6	4	-0.866714894772	-0.537464678288
Mbya_Guarani_2.6	5	-0.866714894772	-0.537464678288
Mbya_Guarani_2.6	6	-0.866714894772	-0.537464678288
Mbya_Guarani_2.6	7	-0.866714894772	-0.537464678288
Mbya_Guarani_2.6	8	-0.809574067593	-0.537464678288
Mbya_Guarani_2.6	9	-0.617885947227	-0.488619357347
Mbya_Guarani_2.6	10	0.226271390915	0.171290919185
Wolof_2.6	0	1.75993907452	-0.210301339626
Wolof_2.6	1	-1.26112866402	-2.0380423069
Wolof_2.6	2	-2.80721783638	-2.60653996468
Wolof_2.6	3	-3.7809047699	-2.86257743835
Wolof_2.6	4	-4.37792205811	-2.96217131615
Wolof_2.6	5	-4.6851067543	-2.96217131615
Wolof_2.6	6	-4.76544904709	-2.8078649044
Wolof_2.6	7	-4.6390376091	-2.60782217979
Wolof_2.6	8	-4.30826663971	-2.22397947311
Wolof_2.6	9	-3.65398097038	-1.59478521347
Wolof_2.6	10	-1.75993907452	0.210301339626
Dutch_2.6	0	-4.21393489838	-3.60192346573
Dutch_2.6	1	-6.63830041885	-5.01285219193
Dutch_2.6	2	-7.39164352417	-5.21789073944
Dutch_2.6	3	-7.571641922	-5.13524532318
Dutch_2.6	4	-7.33575344086	-4.88015985489
Dutch_2.6	5	-6.81462049484	-4.48012590408
Dutch_2.6	6	-6.02475357056	-3.88892674446
Dutch_2.6	7	-4.92617368698	-3.10724306107
Dutch_2.6	8	-3.38767719269	-2.0044260025
Dutch_2.6	9	-1.04132711887	-0.30394077301
Dutch_2.6	10	4.21393489838	3.60192346573
Erzya_2.6	0	1.78137755394	1.09200000763
Erzya_2.6	1	-0.420582443476	-0.669333338737
Erzya_2.6	2	-1.51156497002	-1.38399994373
Erzya_2.6	3	-2.25808167458	-1.85599994659
Erzya_2.6	4	-2.76571154594	-2.18400001526
Erzya_2.6	5	-3.06831932068	-2.38400006294
Erzya_2.6	6	-3.23388671875	-2.47333335876
Erzya_2.6	7	-3.24055218697	-2.47333335876
Erzya_2.6	8	-3.09311532974	-2.31999993324
Erzya_2.6	9	-2.77664518356	-2.03333330154
Erzya_2.6	10	-1.78137755394	-1.09200000763
Urdu_2.6	0	-7.34928369522	-4.75119018555
Urdu_2.6	1	-10.706902504	-8.71446037292
Urdu_2.6	2	-11.4844932556	-9.58155345917
Urdu_2.6	3	-11.4336280823	-9.63351917267
Urdu_2.6	4	-10.8561353683	-9.32471752167
Urdu_2.6	5	-9.81827926636	-8.7416677475
Urdu_2.6	6	-8.2694644928	-7.85498571396
Urdu_2.6	7	-6.15643453598	-6.54985713959
Urdu_2.6	8	-3.36999678612	-4.64617061615
Urdu_2.6	9	0.524529516697	-1.69364714622
Urdu_2.6	10	7.34928369522	4.75119018555
Afrikaans_2.6	0	-1.21942090988	-1.75049734116
Afrikaans_2.6	1	-5.93754529953	-5.58056259155
Afrikaans_2.6	2	-8.03112697601	-6.62119913101
Afrikaans_2.6	3	-9.24861621857	-7.05257177353
Afrikaans_2.6	4	-9.86617279053	-7.1474852562
Afrikaans_2.6	5	-9.96310997009	-7.01221942902
Afrikaans_2.6	6	-9.60501480103	-6.6996307373
Afrikaans_2.6	7	-8.76358127594	-6.18414306641
Afrikaans_2.6	8	-7.27038288116	-5.26570034027
Afrikaans_2.6	9	-4.75744724274	-3.48792266846
Afrikaans_2.6	10	1.21942090988	1.75049734116
Romanian_2.6	0	1.02641987801	-0.620276272297
Romanian_2.6	1	-2.31504273415	-2.69991135597
Romanian_2.6	2	-4.03861379623	-3.44293498993
Romanian_2.6	3	-5.19123220444	-3.84906864166
Romanian_2.6	4	-5.9310760498	-4.0490937233
Romanian_2.6	5	-6.32138204575	-4.05771112442
Romanian_2.6	6	-6.41494131088	-3.94669866562
Romanian_2.6	7	-6.22201728821	-3.67879867554
Romanian_2.6	8	-5.69107723236	-3.19313144684
Romanian_2.6	9	-4.59111499786	-2.31897091866
Romanian_2.6	10	-1.02641987801	0.620276272297
Amharic_2.6	0	-0.859621822834	-0.141108244658
Amharic_2.6	1	-1.94316804409	-0.94265460968
Amharic_2.6	2	-2.27583265305	-1.22615981102
Amharic_2.6	3	-2.41059923172	-1.42590200901
Amharic_2.6	4	-2.40596222878	-1.4439432621
Amharic_2.6	5	-2.26037287712	-1.4439432621
Amharic_2.6	6	-2.0055270195	-1.36018037796
Amharic_2.6	7	-1.61436748505	-1.16043817997
Amharic_2.6	8	-1.10287213326	-0.96069586277
Amharic_2.6	9	-0.380852073431	-0.57925260067
Amharic_2.6	10	0.859621822834	0.141108244658
Old_Russian_2.6	0	1.99107575417	0.802514910698
Old_Russian_2.6	1	-1.35080361366	-1.80976951122
Old_Russian_2.6	2	-2.56400370598	-2.54118967056
Old_Russian_2.6	3	-3.36942052841	-2.97420597076
Old_Russian_2.6	4	-3.91001939774	-3.21828150749
Old_Russian_2.6	5	-4.24943590164	-3.40577149391
Old_Russian_2.6	6	-4.43121480942	-3.40577149391
Old_Russian_2.6	7	-4.46550941467	-3.40415930748
Old_Russian_2.6	8	-4.32899332047	-3.20425605774
Old_Russian_2.6	9	-3.96900939941	-2.86635494232
Old_Russian_2.6	10	-1.99107575417	-0.802514910698
German_2.6	0	-6.28440666199	-4.86838960648
German_2.6	1	-8.4100894928	-6.22261714935
German_2.6	2	-8.92437934875	-6.30564308167
German_2.6	3	-8.78454208374	-6.06589174271
German_2.6	4	-8.22356128693	-5.61301469803
German_2.6	5	-7.3012213707	-4.97087955475
German_2.6	6	-6.02707052231	-4.0964550972
German_2.6	7	-4.36054086685	-2.9557967186
German_2.6	8	-2.18777537346	-1.40275204182
German_2.6	9	0.784900426865	0.779614806175
German_2.6	10	6.28440666199	4.86838960648
Turkish_2.6	0	-1.24555420876	-0.422705322504
Turkish_2.6	1	-3.11323523521	-2.22252416611
Turkish_2.6	2	-3.68830251694	-2.73671507835
Turkish_2.6	3	-3.92037940025	-2.94867157936
Turkish_2.6	4	-3.93897485733	-2.98399758339
Turkish_2.6	5	-3.78592681885	-2.92753624916
Turkish_2.6	6	-3.48598766327	-2.7276570797
Turkish_2.6	7	-3.00492405891	-2.44625592232
Turkish_2.6	8	-2.27505779266	-2.01117157936
Turkish_2.6	9	-1.12299394608	-1.32035028934
Turkish_2.6	10	1.24555420876	0.422705322504
Latvian_2.6	0	0.288357853889	-0.695001363754
Latvian_2.6	1	-2.98510766029	-3.08366751671
Latvian_2.6	2	-4.50228214264	-3.84827589989
Latvian_2.6	3	-5.42787981033	-4.19577646255
Latvian_2.6	4	-5.94518232346	-4.34268903732
Latvian_2.6	5	-6.13253498077	-4.32226657867
Latvian_2.6	6	-6.02377653122	-4.12221336365
Latvian_2.6	7	-5.6268453598	-3.73151564598
Latvian_2.6	8	-4.91934871674	-3.14151287079
Latvian_2.6	9	-3.72328662872	-2.19085812569
Latvian_2.6	10	-0.288357853889	0.695001363754
