Language	Model	Fraction	DepLen
Basque_2.6	6713406	0.4795	22.9355
Basque_2.6	6713406	0.652	22.9355
Basque_2.6	6713406	0.652	22.9355
Basque_2.6	6713406	0.432	22.9355
Basque_2.6	6713406	0.667	22.9355
Basque_2.6	6713406	0.652	22.9355
Croatian_2.6	2167179	0.4175	44.2075
Croatian_2.6	2167179	0.4175	44.2075
Croatian_2.6	2167179	0.4175	44.2075
Croatian_2.6	2167179	0.5155	44.2075
Croatian_2.6	2167179	0.5155	44.2075
Croatian_2.6	2167179	0.516	44.2075
Croatian_2.6	2167179	0.553	44.2075
Croatian_2.6	2167179	0.539	44.2075
Croatian_2.6	2167179	0.4175	44.2075
Croatian_2.6	3342769	0.4085	44.2845
Croatian_2.6	3342769	0.4085	44.2845
Croatian_2.6	3342769	0.517	44.2845
Croatian_2.6	3342769	0.517	44.2845
Croatian_2.6	3342769	0.517	44.2845
Croatian_2.6	3342769	0.517	44.2845
Croatian_2.6	3342769	0.531	44.2845
Croatian_2.6	3342769	0.3705	44.2845
Croatian_2.6	3608678	0.5095	44.467
Croatian_2.6	3608678	0.5095	44.467
Croatian_2.6	3608678	0.5095	44.467
Croatian_2.6	3608678	0.4055	44.467
Croatian_2.6	3608678	0.4055	44.467
Croatian_2.6	3608678	0.5095	44.467
Croatian_2.6	3608678	0.5205	44.467
Croatian_2.6	3608678	0.365	44.467
Croatian_2.6	5888944	0.464	44.578
Croatian_2.6	5888944	0.464	44.578
Croatian_2.6	5888944	0.464	44.578
Croatian_2.6	5888944	0.3795	44.578
Croatian_2.6	5888944	0.3795	44.578
Croatian_2.6	5888944	0.3795	44.578
Croatian_2.6	5888944	0.484	44.578
Croatian_2.6	5888944	0.4975	44.578
Croatian_2.6	5888944	0.3795	44.578
Croatian_2.6	6949226	0.379	44.171
Croatian_2.6	6949226	0.379	44.171
Croatian_2.6	6949226	0.379	44.171
Croatian_2.6	6949226	0.488	44.171
Croatian_2.6	6949226	0.488	44.171
Croatian_2.6	6949226	0.488	44.171
Croatian_2.6	6949226	0.509	44.171
Croatian_2.6	6949226	0.5385	44.171
Croatian_2.6	6949226	0.379	44.171
Croatian_2.6	704642	0.433	44.529
Croatian_2.6	704642	0.433	44.529
Croatian_2.6	704642	0.433	44.529
Croatian_2.6	704642	0.536	44.529
Croatian_2.6	704642	0.536	44.529
Croatian_2.6	704642	0.536	44.529
Croatian_2.6	704642	0.536	44.529
Croatian_2.6	704642	0.5455	44.529
Croatian_2.6	704642	0.387	44.529
Croatian_2.6	7757832	0.4725	44.4605
Croatian_2.6	7757832	0.4725	44.4605
Croatian_2.6	7757832	0.473	44.4605
Croatian_2.6	7757832	0.3645	44.4605
Croatian_2.6	7757832	0.3645	44.4605
Croatian_2.6	7757832	0.3645	44.4605
Croatian_2.6	7757832	0.5115	44.4605
Croatian_2.6	7757832	0.4955	44.4605
Croatian_2.6	7757832	0.3645	44.4605
Estonian_2.6	2335865	0.3875	37.587
Estonian_2.6	2335865	0.3875	37.587
Estonian_2.6	2335865	0.3875	37.587
Estonian_2.6	2335865	0.5235	37.587
Estonian_2.6	2335865	0.5235	37.587
Estonian_2.6	2335865	0.5615	37.587
Estonian_2.6	2335865	0.5755	37.587
Estonian_2.6	2335865	0.3875	37.587
Estonian_2.6	7890894	0.4335	38.0665
Estonian_2.6	7890894	0.4335	38.0665
Estonian_2.6	7890894	0.571	38.0665
Estonian_2.6	7890894	0.571	38.0665
Estonian_2.6	7890894	0.5935	38.0665
Estonian_2.6	7890894	0.571	38.0665
Estonian_2.6	7890894	0.383	38.0665
Estonian_2.6	7982607	0.5435	42.226
Estonian_2.6	7982607	0.4115	42.226
Estonian_2.6	7982607	0.5435	42.226
Estonian_2.6	7982607	0.557	42.226
Estonian_2.6	7982607	0.3985	42.226
Estonian_2.6	7982607	0.398	42.226
Estonian_2.6	7982607	0.5775	42.226
Estonian_2.6	7982607	0.3995	42.226
Estonian_2.6	9918179	0.4435	38.991
Estonian_2.6	9918179	0.4435	38.991
Estonian_2.6	9918179	0.575	38.991
Estonian_2.6	9918179	0.575	38.991
Estonian_2.6	9918179	0.5935	38.991
Estonian_2.6	9918179	0.575	38.991
Estonian_2.6	9918179	0.3985	38.991
Hebrew_2.6	1672820	0.489	60.564
Hebrew_2.6	1672820	0.489	60.564
Hebrew_2.6	1672820	0.563	60.564
Hebrew_2.6	1672820	0.563	60.564
Hebrew_2.6	1672820	0.563	60.564
Hebrew_2.6	1672820	0.489	60.564
Hebrew_2.6	1672820	0.567	60.564
Hebrew_2.6	1672820	0.578	60.564
Hebrew_2.6	199930	0.4285	58.6145
Hebrew_2.6	199930	0.4285	58.6145
Hebrew_2.6	199930	0.4285	58.6145
Hebrew_2.6	199930	0.435	58.6145
Hebrew_2.6	199930	0.4345	58.6145
Hebrew_2.6	199930	0.3585	58.6145
Hebrew_2.6	199930	0.3585	58.6145
Hebrew_2.6	2528004	0.457	56.751
Hebrew_2.6	2528004	0.457	56.751
Hebrew_2.6	2528004	0.4615	56.751
Hebrew_2.6	2528004	0.469	56.751
Hebrew_2.6	2528004	0.3735	56.751
Hebrew_2.6	2528004	0.3735	56.751
Hebrew_2.6	2528004	0.3735	56.751
Hebrew_2.6	582425	0.447	57.2335
Hebrew_2.6	582425	0.447	57.2335
Hebrew_2.6	582425	0.4605	57.2335
Hebrew_2.6	582425	0.452	57.2335
Hebrew_2.6	582425	0.3595	57.2335
Hebrew_2.6	582425	0.3595	57.2335
Hebrew_2.6	582425	0.3595	57.2335
Hebrew_2.6	6755558	0.4625	56.27
Hebrew_2.6	6755558	0.4625	56.27
Hebrew_2.6	6755558	0.4685	56.27
Hebrew_2.6	6755558	0.4625	56.27
Hebrew_2.6	6755558	0.381	56.27
Hebrew_2.6	6755558	0.3705	56.27
Hebrew_2.6	817585	0.4555	56.3715
Hebrew_2.6	817585	0.4555	56.3715
Hebrew_2.6	817585	0.46	56.3715
Hebrew_2.6	817585	0.4705	56.3715
Hebrew_2.6	817585	0.3645	56.3715
Hebrew_2.6	817585	0.3645	56.3715
Hebrew_2.6	817585	0.3645	56.3715
Hebrew_2.6	841651	0.479	60.133
Hebrew_2.6	841651	0.568	60.133
Hebrew_2.6	841651	0.568	60.133
Hebrew_2.6	841651	0.568	60.133
Hebrew_2.6	841651	0.5745	60.133
Hebrew_2.6	841651	0.4625	60.133
Hebrew_2.6	841651	0.568	60.133
Hebrew_2.6	8664895	0.423	58.7435
Hebrew_2.6	8664895	0.423	58.7435
Hebrew_2.6	8664895	0.423	58.7435
Hebrew_2.6	8664895	0.4275	58.7435
Hebrew_2.6	8664895	0.432	58.7435
Hebrew_2.6	8664895	0.358	58.7435
Hebrew_2.6	8664895	0.358	58.7435
Hebrew_2.6	9239343	0.4935	60.241
Hebrew_2.6	9239343	0.4935	60.241
Hebrew_2.6	9239343	0.5775	60.241
Hebrew_2.6	9239343	0.5775	60.241
Hebrew_2.6	9239343	0.5775	60.241
Hebrew_2.6	9239343	0.4775	60.241
Hebrew_2.6	9239343	0.581	60.241
Hebrew_2.6	9239343	0.5775	60.241
Hebrew_2.6	9947366	0.4635	56.6685
Hebrew_2.6	9947366	0.4635	56.6685
Hebrew_2.6	9947366	0.4635	56.6685
Hebrew_2.6	9947366	0.4765	56.6685
Hebrew_2.6	9947366	0.4705	56.6685
Hebrew_2.6	9947366	0.379	56.6685
Hebrew_2.6	9947366	0.379	56.6685
Japanese_2.6	1163225	0.6455	100.7455
Japanese_2.6	1163225	0.6455	100.7455
Japanese_2.6	1163225	0.6455	100.7455
Japanese_2.6	1163225	0.6385	100.7455
Japanese_2.6	1163225	0.6945	100.7455
Japanese_2.6	1163225	0.6945	100.7455
Japanese_2.6	1163225	0.6945	100.7455
Japanese_2.6	1163225	0.6945	100.7455
Japanese_2.6	1163225	0.701	100.7455
Japanese_2.6	1961782	0.6555	98.9525
Japanese_2.6	1961782	0.6555	98.9525
Japanese_2.6	1961782	0.6555	98.9525
Japanese_2.6	1961782	0.6555	98.9525
Japanese_2.6	1961782	0.7065	98.9525
Japanese_2.6	1961782	0.7065	98.9525
Japanese_2.6	1961782	0.7065	98.9525
Japanese_2.6	1961782	0.7145	98.9525
Japanese_2.6	1961782	0.71	98.9525
Japanese_2.6	5137270	0.685	98.185
Japanese_2.6	5137270	0.685	98.185
Japanese_2.6	5137270	0.676	98.185
Japanese_2.6	5137270	0.742	98.185
Japanese_2.6	5137270	0.742	98.185
Japanese_2.6	5137270	0.742	98.185
Japanese_2.6	5137270	0.742	98.185
Japanese_2.6	5137270	0.747	98.185
Japanese_2.6	5248544	0.341	105.12
Japanese_2.6	5248544	0.341	105.12
Japanese_2.6	5248544	0.341	105.12
Japanese_2.6	5248544	0.346	105.12
Japanese_2.6	5248544	0.345	105.12
Japanese_2.6	5248544	0.2735	105.12
Japanese_2.6	5248544	0.2735	105.12
Japanese_2.6	5248544	0.2735	105.12
Japanese_2.6	5248544	0.2735	105.12
Japanese_2.6	6863090	0.636	98.5235
Japanese_2.6	6863090	0.636	98.5235
Japanese_2.6	6863090	0.636	98.5235
Japanese_2.6	6863090	0.636	98.5235
Japanese_2.6	6863090	0.693	98.5235
Japanese_2.6	6863090	0.693	98.5235
Japanese_2.6	6863090	0.693	98.5235
Japanese_2.6	6863090	0.703	98.5235
Japanese_2.6	6863090	0.6975	98.5235
Japanese_2.6	7241640	0.6385	98.3315
Japanese_2.6	7241640	0.6385	98.3315
Japanese_2.6	7241640	0.6385	98.3315
Japanese_2.6	7241640	0.6385	98.3315
Japanese_2.6	7241640	0.698	98.3315
Japanese_2.6	7241640	0.698	98.3315
Japanese_2.6	7241640	0.698	98.3315
Japanese_2.6	7241640	0.7045	98.3315
Japanese_2.6	7241640	0.702	98.3315
Japanese_2.6	7485729	0.629	99.665
Japanese_2.6	7485729	0.629	99.665
Japanese_2.6	7485729	0.629	99.665
Japanese_2.6	7485729	0.619	99.665
Japanese_2.6	7485729	0.6785	99.665
Japanese_2.6	7485729	0.6785	99.665
Japanese_2.6	7485729	0.6785	99.665
Japanese_2.6	7485729	0.6785	99.665
Japanese_2.6	7485729	0.6835	99.665
Japanese_2.6	8703016	0.657	97.92
Japanese_2.6	8703016	0.657	97.92
Japanese_2.6	8703016	0.657	97.92
Japanese_2.6	8703016	0.657	97.92
Japanese_2.6	8703016	0.71	97.92
Japanese_2.6	8703016	0.71	97.92
Japanese_2.6	8703016	0.71	97.92
Japanese_2.6	8703016	0.7205	97.92
Japanese_2.6	8703016	0.716	97.92
Japanese_2.6	981495	0.6535	97.6
Japanese_2.6	981495	0.6535	97.6
Japanese_2.6	981495	0.6535	97.6
Japanese_2.6	981495	0.6535	97.6
Japanese_2.6	981495	0.71	97.6
Japanese_2.6	981495	0.71	97.6
Japanese_2.6	981495	0.71	97.6
Japanese_2.6	981495	0.7155	97.6
Japanese_2.6	981495	0.715	97.6
Polish_2.6	1436133	0.4425	27.811
Polish_2.6	1436133	0.4425	27.811
Polish_2.6	1436133	0.4425	27.811
Polish_2.6	1436133	0.618	27.811
Polish_2.6	1436133	0.618	27.811
Polish_2.6	1436133	0.618	27.811
Polish_2.6	1436133	0.618	27.811
Polish_2.6	1436133	0.6325	27.811
Polish_2.6	1436133	0.4045	27.811
Polish_2.6	3131193	0.492	26.4605
Polish_2.6	3131193	0.492	26.4605
Polish_2.6	3131193	0.492	26.4605
Polish_2.6	3131193	0.4455	26.4605
Polish_2.6	3131193	0.6565	26.4605
Polish_2.6	3131193	0.6565	26.4605
Polish_2.6	3131193	0.6565	26.4605
Polish_2.6	3131193	0.6695	26.4605
Polish_2.6	3131193	0.6565	26.4605
Polish_2.6	3980743	0.457	26.506
Polish_2.6	3980743	0.457	26.506
Polish_2.6	3980743	0.457	26.506
Polish_2.6	3980743	0.457	26.506
Polish_2.6	3980743	0.62	26.506
Polish_2.6	3980743	0.62	26.506
Polish_2.6	3980743	0.62	26.506
Polish_2.6	3980743	0.652	26.506
Polish_2.6	3980743	0.661	26.506
Polish_2.6	4494268	0.51	27.458
Polish_2.6	4494268	0.51	27.458
Polish_2.6	4494268	0.51	27.458
Polish_2.6	4494268	0.349	27.458
Polish_2.6	4494268	0.349	27.458
Polish_2.6	4494268	0.349	27.458
Polish_2.6	4494268	0.5435	27.458
Polish_2.6	4494268	0.537	27.458
Polish_2.6	4494268	0.349	27.458
Polish_2.6	5131352	0.434	27.867
Polish_2.6	5131352	0.434	27.867
Polish_2.6	5131352	0.616	27.867
Polish_2.6	5131352	0.616	27.867
Polish_2.6	5131352	0.616	27.867
Polish_2.6	5131352	0.6275	27.867
Polish_2.6	5131352	0.616	27.867
Polish_2.6	5131352	0.402	27.867
Polish_2.6	7531971	0.4105	27.092
Polish_2.6	7531971	0.4105	27.092
Polish_2.6	7531971	0.563	27.092
Polish_2.6	7531971	0.563	27.092
Polish_2.6	7531971	0.563	27.092
Polish_2.6	7531971	0.594	27.092
Polish_2.6	7531971	0.603	27.092
Polish_2.6	7531971	0.4105	27.092
Polish_2.6	7732516	0.4465	27.9865
Polish_2.6	7732516	0.4465	27.9865
Polish_2.6	7732516	0.4465	27.9865
Polish_2.6	7732516	0.639	27.9865
Polish_2.6	7732516	0.639	27.9865
Polish_2.6	7732516	0.4105	27.9865
Polish_2.6	7732516	0.653	27.9865
Polish_2.6	7732516	0.639	27.9865
Polish_2.6	8265345	0.5125	25.1085
Polish_2.6	8265345	0.5125	25.1085
Polish_2.6	8265345	0.5125	25.1085
Polish_2.6	8265345	0.5125	25.1085
Polish_2.6	8265345	0.519	25.1085
Polish_2.6	8265345	0.3515	25.1085
Polish_2.6	8265345	0.3515	25.1085
Polish_2.6	8265345	0.3515	25.1085
Polish_2.6	8265345	0.3165	25.1085
Polish_2.6	9531551	0.5275	25.1855
Polish_2.6	9531551	0.5275	25.1855
Polish_2.6	9531551	0.5275	25.1855
Polish_2.6	9531551	0.5275	25.1855
Polish_2.6	9531551	0.3545	25.1855
Polish_2.6	9531551	0.3545	25.1855
Polish_2.6	9531551	0.537	25.1855
Polish_2.6	9531551	0.3215	25.1855
Romanian_2.6	1035271	0.4535	45.4225
Romanian_2.6	1035271	0.4535	45.4225
Romanian_2.6	1035271	0.4535	45.4225
Romanian_2.6	1035271	0.587	45.4225
Romanian_2.6	1035271	0.587	45.4225
Romanian_2.6	1035271	0.5875	45.4225
Romanian_2.6	1035271	0.4535	45.4225
Romanian_2.6	1035271	0.607	45.4225
Romanian_2.6	1035271	0.624	45.4225
Romanian_2.6	2495813	0.4505	45.4715
Romanian_2.6	2495813	0.4505	45.4715
Romanian_2.6	2495813	0.578	45.4715
Romanian_2.6	2495813	0.578	45.4715
Romanian_2.6	2495813	0.578	45.4715
Romanian_2.6	2495813	0.4505	45.4715
Romanian_2.6	2495813	0.598	45.4715
Romanian_2.6	2495813	0.617	45.4715
Romanian_2.6	5672725	0.5275	43.3885
Romanian_2.6	5672725	0.5275	43.3885
Romanian_2.6	5672725	0.5275	43.3885
Romanian_2.6	5672725	0.381	43.3885
Romanian_2.6	5672725	0.381	43.3885
Romanian_2.6	5672725	0.381	43.3885
Romanian_2.6	5672725	0.5275	43.3885
Romanian_2.6	5672725	0.541	43.3885
Romanian_2.6	5672725	0.3445	43.3885
Romanian_2.6	5945793	0.3995	45.2675
Romanian_2.6	5945793	0.3995	45.2675
Romanian_2.6	5945793	0.5465	45.2675
Romanian_2.6	5945793	0.5465	45.2675
Romanian_2.6	5945793	0.5465	45.2675
Romanian_2.6	5945793	0.57	45.2675
Romanian_2.6	5945793	0.578	45.2675
Romanian_2.6	5945793	0.3995	45.2675
Romanian_2.6	6187259	0.506	44.8405
Romanian_2.6	6187259	0.506	44.8405
Romanian_2.6	6187259	0.506	44.8405
Romanian_2.6	6187259	0.413	44.8405
Romanian_2.6	6187259	0.413	44.8405
Romanian_2.6	6187259	0.506	44.8405
Romanian_2.6	6187259	0.52	44.8405
Romanian_2.6	6187259	0.3925	44.8405
Romanian_2.6	6901069	0.5045	42.9825
Romanian_2.6	6901069	0.5045	42.9825
Romanian_2.6	6901069	0.505	42.9825
Romanian_2.6	6901069	0.3675	42.9825
Romanian_2.6	6901069	0.3675	42.9825
Romanian_2.6	6901069	0.5405	42.9825
Romanian_2.6	6901069	0.532	42.9825
Romanian_2.6	6901069	0.3675	42.9825
Romanian_2.6	6958778	0.407	45.304
Romanian_2.6	6958778	0.407	45.304
Romanian_2.6	6958778	0.537	45.304
Romanian_2.6	6958778	0.537	45.304
Romanian_2.6	6958778	0.537	45.304
Romanian_2.6	6958778	0.551	45.304
Romanian_2.6	6958778	0.566	45.304
Romanian_2.6	6958778	0.407	45.304
Romanian_2.6	8026851	0.517	57.319
Romanian_2.6	8026851	0.517	57.319
Romanian_2.6	8026851	0.517	57.319
Romanian_2.6	8026851	0.517	57.319
Romanian_2.6	8026851	0.517	57.319
Romanian_2.6	8026851	0.459	57.319
Romanian_2.6	8026851	0.459	57.319
Romanian_2.6	8026851	0.459	57.319
Romanian_2.6	8026851	0.4585	57.319
Romanian_2.6	8026851	0.5195	57.319
Romanian_2.6	8026851	0.517	57.319
Romanian_2.6	8026851	0.4545	57.319
Romanian_2.6	8026851	0.4515	57.319
Romanian_2.6	8026851	0.5265	57.319
Romanian_2.6	8026851	0.4525	57.319
Romanian_2.6	8227941	0.5085	44.42
Romanian_2.6	8227941	0.5085	44.42
Romanian_2.6	8227941	0.5085	44.42
Romanian_2.6	8227941	0.41	44.42
Romanian_2.6	8227941	0.41	44.42
Romanian_2.6	8227941	0.41	44.42
Romanian_2.6	8227941	0.521	44.42
Romanian_2.6	8227941	0.5085	44.42
Romanian_2.6	8227941	0.3875	44.42
Romanian_2.6	8433394	0.45	45.2515
Romanian_2.6	8433394	0.45	45.2515
Romanian_2.6	8433394	0.45	45.2515
Romanian_2.6	8433394	0.5685	45.2515
Romanian_2.6	8433394	0.5685	45.2515
Romanian_2.6	8433394	0.5685	45.2515
Romanian_2.6	8433394	0.5785	45.2515
Romanian_2.6	8433394	0.5685	45.2515
Romanian_2.6	8433394	0.4165	45.2515
Romanian_2.6	9369574	0.4855	43.9745
Romanian_2.6	9369574	0.4855	43.9745
Romanian_2.6	9369574	0.4855	43.9745
Romanian_2.6	9369574	0.4855	43.9745
Romanian_2.6	9369574	0.377	43.9745
Romanian_2.6	9369574	0.377	43.9745
Romanian_2.6	9369574	0.377	43.9745
Romanian_2.6	9369574	0.377	43.9745
Romanian_2.6	9369574	0.5085	43.9745
Romanian_2.6	9369574	0.5085	43.9745
Romanian_2.6	9369574	0.377	43.9745
Slovak_2.6	6097901	0.4215	17.0285
Slovak_2.6	6097901	0.6815	17.0285
Slovak_2.6	6097901	0.6815	17.0285
Slovak_2.6	6097901	0.6815	17.0285
Slovak_2.6	6097901	0.3705	17.0285
Slovak_2.6	6097901	0.702	17.0285
Slovak_2.6	6097901	0.6815	17.0285
Slovak_2.6	6203427	0.4205	16.92
Slovak_2.6	6203427	0.4205	16.92
Slovak_2.6	6203427	0.619	16.92
Slovak_2.6	6203427	0.619	16.92
Slovak_2.6	6203427	0.619	16.92
Slovak_2.6	6203427	0.4205	16.92
Slovak_2.6	6203427	0.6665	16.92
Slovak_2.6	6203427	0.677	16.92
Slovak_2.6	6661952	0.488	17.0325
Slovak_2.6	6661952	0.488	17.0325
Slovak_2.6	6661952	0.6895	17.0325
Slovak_2.6	6661952	0.6895	17.0325
Slovak_2.6	6661952	0.6895	17.0325
Slovak_2.6	6661952	0.423	17.0325
Slovak_2.6	6661952	0.704	17.0325
Slovak_2.6	6661952	0.6895	17.0325
Slovak_2.6	8839285	0.4725	16.9395
Slovak_2.6	8839285	0.678	16.9395
Slovak_2.6	8839285	0.678	16.9395
Slovak_2.6	8839285	0.678	16.9395
Slovak_2.6	8839285	0.4085	16.9395
Slovak_2.6	8839285	0.6875	16.9395
Slovak_2.6	8839285	0.678	16.9395
Slovak_2.6	9729707	0.344	16.0575
Slovak_2.6	9729707	0.5575	16.0575
Slovak_2.6	9729707	0.5575	16.0575
Slovak_2.6	9729707	0.5995	16.0575
Slovak_2.6	9729707	0.5885	16.0575
Slovak_2.6	9729707	0.344	16.0575
Slovenian_2.6	1906181	0.5555	46.533
Slovenian_2.6	1906181	0.4465	46.533
Slovenian_2.6	1906181	0.5555	46.533
Slovenian_2.6	1906181	0.562	46.533
Slovenian_2.6	1906181	0.4365	46.533
Slovenian_2.6	1906181	0.435	46.533
Slovenian_2.6	1906181	0.572	46.533
Slovenian_2.6	1906181	0.4355	46.533
Slovenian_2.6	4706568	0.5025	40.0275
Slovenian_2.6	4706568	0.5025	40.0275
Slovenian_2.6	4706568	0.6425	40.0275
Slovenian_2.6	4706568	0.6425	40.0275
Slovenian_2.6	4706568	0.462	40.0275
Slovenian_2.6	4706568	0.6565	40.0275
Slovenian_2.6	4706568	0.6425	40.0275
Slovenian_2.6	517162	0.3725	35.359
Slovenian_2.6	517162	0.3725	35.359
Slovenian_2.6	517162	0.5425	35.359
Slovenian_2.6	517162	0.5425	35.359
Slovenian_2.6	517162	0.6005	35.359
Slovenian_2.6	517162	0.5785	35.359
Slovenian_2.6	517162	0.3725	35.359
Slovenian_2.6	524881	0.482	39.4535
Slovenian_2.6	524881	0.482	39.4535
Slovenian_2.6	524881	0.625	39.4535
Slovenian_2.6	524881	0.625	39.4535
Slovenian_2.6	524881	0.4305	39.4535
Slovenian_2.6	524881	0.641	39.4535
Slovenian_2.6	5511594	0.4075	35.3095
Slovenian_2.6	5511594	0.4075	35.3095
Slovenian_2.6	5511594	0.5755	35.3095
Slovenian_2.6	5511594	0.5755	35.3095
Slovenian_2.6	5511594	0.6375	35.3095
Slovenian_2.6	5511594	0.617	35.3095
Slovenian_2.6	5511594	0.4075	35.3095
Slovenian_2.6	7306349	0.369	37.3525
Slovenian_2.6	7306349	0.505	37.3525
Slovenian_2.6	7306349	0.505	37.3525
Slovenian_2.6	7306349	0.53	37.3525
Slovenian_2.6	7306349	0.5495	37.3525
Slovenian_2.6	7306349	0.369	37.3525
Slovenian_2.6	7852781	0.4655	39.4995
Slovenian_2.6	7852781	0.4655	39.4995
Slovenian_2.6	7852781	0.5935	39.4995
Slovenian_2.6	7852781	0.5935	39.4995
Slovenian_2.6	7852781	0.4655	39.4995
Slovenian_2.6	7852781	0.6345	39.4995
Slovenian_2.6	7852781	0.6205	39.4995
Slovenian_2.6	9004710	0.4955	40.331
Slovenian_2.6	9004710	0.4955	40.331
Slovenian_2.6	9004710	0.4955	40.331
Slovenian_2.6	9004710	0.6225	40.331
Slovenian_2.6	9004710	0.4615	40.331
Slovenian_2.6	9004710	0.6225	40.331
Slovenian_2.6	9004710	0.6385	40.331
Slovenian_2.6	9178081	0.435	42.524
Slovenian_2.6	9178081	0.5565	42.524
Slovenian_2.6	9178081	0.5565	42.524
Slovenian_2.6	9178081	0.589	42.524
Slovenian_2.6	9178081	0.6045	42.524
Slovenian_2.6	9178081	0.435	42.524
Slovenian_2.6	9769250	0.5255	40.8935
Slovenian_2.6	9769250	0.5255	40.8935
Slovenian_2.6	9769250	0.6425	40.8935
Slovenian_2.6	9769250	0.4855	40.8935
Slovenian_2.6	9769250	0.6525	40.8935
Slovenian_2.6	9769250	0.6425	40.8935
Chinese_2.6	238833	0.492	53.937
Chinese_2.6	238833	0.492	53.937
Chinese_2.6	238833	0.492	53.937
Chinese_2.6	238833	0.419	53.937
Chinese_2.6	238833	0.419	53.937
Chinese_2.6	238833	0.419	53.937
Chinese_2.6	238833	0.5	53.937
Chinese_2.6	238833	0.492	53.937
Chinese_2.6	238833	0.391	53.937
Chinese_2.6	2724658	0.4525	54.376
Chinese_2.6	2724658	0.4525	54.376
Chinese_2.6	2724658	0.4525	54.376
Chinese_2.6	2724658	0.538	54.376
Chinese_2.6	2724658	0.538	54.376
Chinese_2.6	2724658	0.538	54.376
Chinese_2.6	2724658	0.5485	54.376
Chinese_2.6	2724658	0.538	54.376
Chinese_2.6	2724658	0.4115	54.376
Chinese_2.6	3714903	0.47826	55.23913043478261
Chinese_2.6	3714903	0.4	55.23913043478261
Chinese_2.6	3714903	0.4913	55.23913043478261
Chinese_2.6	3714903	0.47826	55.23913043478261
Chinese_2.6	3714903	0.35217	55.23913043478261
Chinese_2.6	6145156	0.4355	54.0915
Chinese_2.6	6145156	0.4355	54.0915
Chinese_2.6	6145156	0.4355	54.0915
Chinese_2.6	6145156	0.5105	54.0915
Chinese_2.6	6145156	0.5105	54.0915
Chinese_2.6	6145156	0.5105	54.0915
Chinese_2.6	6145156	0.5295	54.0915
Chinese_2.6	6145156	0.5525	54.0915
Chinese_2.6	6145156	0.4355	54.0915
Chinese_2.6	6421866	0.453	54.296
Chinese_2.6	6421866	0.453	54.296
Chinese_2.6	6421866	0.453	54.296
Chinese_2.6	6421866	0.532	54.296
Chinese_2.6	6421866	0.532	54.296
Chinese_2.6	6421866	0.532	54.296
Chinese_2.6	6421866	0.545	54.296
Chinese_2.6	6421866	0.532	54.296
Chinese_2.6	6421866	0.414	54.296
Chinese_2.6	9317559	0.4195	53.8355
Chinese_2.6	9317559	0.4195	53.8355
Chinese_2.6	9317559	0.4195	53.8355
Chinese_2.6	9317559	0.479	53.8355
Chinese_2.6	9317559	0.479	53.8355
Chinese_2.6	9317559	0.479	53.8355
Chinese_2.6	9317559	0.4935	53.8355
Chinese_2.6	9317559	0.508	53.8355
Chinese_2.6	9317559	0.419	53.8355
Chinese_2.6	9530617	0.4195	54.446
Chinese_2.6	9530617	0.4195	54.446
Chinese_2.6	9530617	0.4195	54.446
Chinese_2.6	9530617	0.4855	54.446
Chinese_2.6	9530617	0.4855	54.446
Chinese_2.6	9530617	0.4855	54.446
Chinese_2.6	9530617	0.5	54.446
Chinese_2.6	9530617	0.526	54.446
Chinese_2.6	9530617	0.4195	54.446
Danish_2.6	8838301	0.47009	49.65242165242165
Danish_2.6	8838301	0.47009	49.65242165242165
Danish_2.6	8838301	0.47009	49.65242165242165
Danish_2.6	8838301	0.47009	49.65242165242165
Danish_2.6	8838301	0.53276	49.65242165242165
Danish_2.6	8838301	0.53276	49.65242165242165
Danish_2.6	8838301	0.53276	49.65242165242165
Danish_2.6	8838301	0.53276	49.65242165242165
Danish_2.6	8838301	0.46724	49.65242165242165
Danish_2.6	8838301	0.53561	49.65242165242165
Danish_2.6	8838301	0.53276	49.65242165242165
Danish_2.6	8838301	0.45869	49.65242165242165
Danish_2.6	8838301	0.46154	49.65242165242165
Danish_2.6	8838301	0.55271	49.65242165242165
Greek_2.6	2357834	0.4245	62.033
Greek_2.6	2357834	0.3795	62.033
Greek_2.6	2357834	0.4375	62.033
Greek_2.6	2357834	0.456	62.033
Greek_2.6	2357834	0.3795	62.033
Greek_2.6	2920446	0.426	66.2845
Greek_2.6	2920446	0.387	66.2845
Greek_2.6	2920446	0.438	66.2845
Greek_2.6	2920446	0.426	66.2845
Greek_2.6	2920446	0.3705	66.2845
Greek_2.6	31264	0.4475	62.2095
Greek_2.6	31264	0.4475	62.2095
Greek_2.6	31264	0.39	62.2095
Greek_2.6	31264	0.39	62.2095
Greek_2.6	31264	0.4605	62.2095
Greek_2.6	31264	0.4805	62.2095
Greek_2.6	31264	0.39	62.2095
Greek_2.6	5670956	0.406	61.8515
Greek_2.6	5670956	0.4685	61.8515
Greek_2.6	5670956	0.4685	61.8515
Greek_2.6	5670956	0.4985	61.8515
Greek_2.6	5670956	0.48	61.8515
Greek_2.6	5670956	0.406	61.8515
Greek_2.6	8419452	0.4585	61.7245
Greek_2.6	8419452	0.4085	61.7245
Greek_2.6	8419452	0.4735	61.7245
Greek_2.6	8419452	0.488	61.7245
Greek_2.6	8419452	0.4085	61.7245
Hungarian_2.6	2281510	0.532	63.0855
Hungarian_2.6	2281510	0.463	63.0855
